Finding,Assignee,Status,CSP,Severity,Tier,EnvType,EnvFriendlyName,EnvId,CreatedTime,FindingId,FindingIdShort,Region,ExecutionTeam,EstEffort,Tags
A maximum of 3 owners should be designated for subscriptions,,not started,AZ,High,Tier 1,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/providers/Microsoft.Security/assessments/6f90a6d6-d4d6-0794-0ec1-98fa77878c2e,6f90a6d6-d4d,global,Az Platform,1.0,category:A maximum of 3 owners should b
Microsoft Defender for Key Vault should be enabled,,not started,AZ,High,Tier 1,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/providers/Microsoft.Security/assessments/b1af52e4-e968-4e2b-b6d0-6736c9651f0a,b1af52e4-e96,global,CCoE,2.0,category:Microsoft Defender for Key Vau
Microsoft Defender for Resource Manager should be enabled,,not started,AZ,High,Tier 1,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/providers/Microsoft.Security/assessments/f0fb2a7e-16d5-849f-be57-86db712e9bd0,f0fb2a7e-16d,global,CCoE,2.0,category:Microsoft Defender for Resourc
Guest accounts with read permissions on Azure resources should be removed,,not started,AZ,High,Tier 1,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/providers/Microsoft.Security/assessments/fde1c0c9-0fd2-4ecc-87b5-98956cbc1095,fde1c0c9-0fd,global,Az Platform,1.0,category:Guest accounts with read permi
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-prod-aivision-dealergenai-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-prod-aivision-dealergenai-01/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-prod-di-dealergenai-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-prod-di-dealergenai-01/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-prod-openai-dealergenai-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-prod-openai-dealergenai-01/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure Cosmos DB accounts should use Azure Active Directory as the only authentication method,,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.documentdb/databaseaccounts/wus-hma-prod-cosdb-dealergenai-01/providers/Microsoft.Security/assessments/14acab4e-ad95-11ec-b909-0242ac120002,14acab4e-ad9,global,Az Platform,1.1,category:Azure Cosmos DB accounts shoul
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.search/searchservices/wus-hma-prod-ss-dealergenai-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Prod,subs-hma-us-dealergenai-prod-01,a7ade16d-d432-4ba8-acc1-ea377b5efbfe,2025-12-10,/subscriptions/a7ade16d-d432-4ba8-acc1-ea377b5efbfe/resourcegroups/rg-hma-wus-prod-dealergenai-01/providers/microsoft.search/searchservices/wus-hma-prod-ss-dealergenai-01/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
Microsoft Defender for Storage plan should be enabled with Malware Scanning and Sensitive Data Threat Detection,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dev-01,28764cf7-757e-46f1-ad8b-c518b594cc45,2025-12-10,/subscriptions/28764cf7-757e-46f1-ad8b-c518b594cc45/providers/Microsoft.Security/assessments/26f0d5bb-1398-49be-83c5-7161c2e39d8b,26f0d5bb-139,global,CCoE,2.0,category:Microsoft Defender for Storage
A maximum of 3 owners should be designated for subscriptions,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dev-01,28764cf7-757e-46f1-ad8b-c518b594cc45,2025-12-10,/subscriptions/28764cf7-757e-46f1-ad8b-c518b594cc45/providers/Microsoft.Security/assessments/6f90a6d6-d4d6-0794-0ec1-98fa77878c2e,6f90a6d6-d4d,global,Az Platform,1.0,category:A maximum of 3 owners should b
Microsoft Defender for Key Vault should be enabled,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dev-01,28764cf7-757e-46f1-ad8b-c518b594cc45,2025-12-10,/subscriptions/28764cf7-757e-46f1-ad8b-c518b594cc45/providers/Microsoft.Security/assessments/b1af52e4-e968-4e2b-b6d0-6736c9651f0a,b1af52e4-e96,global,CCoE,2.0,category:Microsoft Defender for Key Vau
Microsoft Defender for Resource Manager should be enabled,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dev-01,28764cf7-757e-46f1-ad8b-c518b594cc45,2025-12-10,/subscriptions/28764cf7-757e-46f1-ad8b-c518b594cc45/providers/Microsoft.Security/assessments/f0fb2a7e-16d5-849f-be57-86db712e9bd0,f0fb2a7e-16d,global,CCoE,2.0,category:Microsoft Defender for Resourc
Azure overprovisioned identities should have only the necessary permissions,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dev-01,28764cf7-757e-46f1-ad8b-c518b594cc45,2025-12-10,/subscriptions/28764cf7-757e-46f1-ad8b-c518b594cc45/providers/Microsoft.Security/pricings/CloudPosture/securityentitydata/c297741e-e933-4dc3-9b30-cf98c23ae869/providers/Microsoft.Security/assessments/d19d5a12-41e9-44e2-b7f5-ee2160f62d62,d19d5a12-41e,global,Az Platform,0.8,category:Azure overprovisioned identiti
Microsoft Defender for Storage plan should be enabled with Malware Scanning and Sensitive Data Threat Detection,,not started,AZ,High,Tier 1,Prod,subs-hma-genai-vinsearch-01,ebbefa1d-a9bb-4192-9810-a08958d42cad,2025-12-10,/subscriptions/ebbefa1d-a9bb-4192-9810-a08958d42cad/providers/Microsoft.Security/assessments/26f0d5bb-1398-49be-83c5-7161c2e39d8b,26f0d5bb-139,global,CCoE,2.0,category:Microsoft Defender for Storage
A maximum of 3 owners should be designated for subscriptions,,not started,AZ,High,Tier 1,Prod,subs-hma-genai-vinsearch-01,ebbefa1d-a9bb-4192-9810-a08958d42cad,2025-12-10,/subscriptions/ebbefa1d-a9bb-4192-9810-a08958d42cad/providers/Microsoft.Security/assessments/6f90a6d6-d4d6-0794-0ec1-98fa77878c2e,6f90a6d6-d4d,global,Az Platform,1.0,category:A maximum of 3 owners should b
Microsoft Defender for Resource Manager should be enabled,,not started,AZ,High,Tier 1,Prod,subs-hma-genai-vinsearch-01,ebbefa1d-a9bb-4192-9810-a08958d42cad,2025-12-10,/subscriptions/ebbefa1d-a9bb-4192-9810-a08958d42cad/providers/Microsoft.Security/assessments/f0fb2a7e-16d5-849f-be57-86db712e9bd0,f0fb2a7e-16d,global,CCoE,2.0,category:Microsoft Defender for Resourc
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Prod,subs-hma-genai-vinsearch-01,ebbefa1d-a9bb-4192-9810-a08958d42cad,2025-12-10,/subscriptions/ebbefa1d-a9bb-4192-9810-a08958d42cad/resourcegroups/rg-hma-wus-genai-poc-vehiclebot-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-openai-vehiclebot-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should use Azure Private Link,,not started,AZ,Medium,Tier 2,Prod,subs-hma-genai-vinsearch-01,ebbefa1d-a9bb-4192-9810-a08958d42cad,2025-12-10,/subscriptions/ebbefa1d-a9bb-4192-9810-a08958d42cad/resourcegroups/rg-hma-wus-genai-poc-vehiclebot-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-openai-vehiclebot-01/providers/Microsoft.Security/assessments/67279c29-fa4c-4f09-ae59-cb1491565995,67279c29-fa4,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Prod,subs-hma-genai-vinsearch-01,ebbefa1d-a9bb-4192-9810-a08958d42cad,2025-12-10,/subscriptions/ebbefa1d-a9bb-4192-9810-a08958d42cad/resourcegroups/rg-hma-wus-genai-poc-vehiclebot-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-openai-vehiclebot-01/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure Cosmos DB accounts should use Azure Active Directory as the only authentication method,,not started,AZ,Medium,Tier 2,Prod,subs-hma-genai-vinsearch-01,ebbefa1d-a9bb-4192-9810-a08958d42cad,2025-12-10,/subscriptions/ebbefa1d-a9bb-4192-9810-a08958d42cad/resourcegroups/rg-hma-wus-genai-poc-vehiclebot-01/providers/microsoft.documentdb/databaseaccounts/wus-hma-genai-cosmosdb-vehiclebot-01/providers/Microsoft.Security/assessments/14acab4e-ad95-11ec-b909-0242ac120002,14acab4e-ad9,global,Az Platform,1.1,category:Azure Cosmos DB accounts shoul
Disabled accounts with read and write permissions on Azure resources should be removed,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/providers/Microsoft.Security/assessments/1ff0b4c9-ed56-4de6-be9c-d7ab39645926,1ff0b4c9-ed5,global,Az Platform,1.0,category:Disabled accounts with read an
Microsoft Defender for Storage plan should be enabled with Malware Scanning and Sensitive Data Threat Detection,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/providers/Microsoft.Security/assessments/26f0d5bb-1398-49be-83c5-7161c2e39d8b,26f0d5bb-139,global,CCoE,2.0,category:Microsoft Defender for Storage
A maximum of 3 owners should be designated for subscriptions,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/providers/Microsoft.Security/assessments/6f90a6d6-d4d6-0794-0ec1-98fa77878c2e,6f90a6d6-d4d,global,Az Platform,1.0,category:A maximum of 3 owners should b
Microsoft Defender for Key Vault should be enabled,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/providers/Microsoft.Security/assessments/b1af52e4-e968-4e2b-b6d0-6736c9651f0a,b1af52e4-e96,global,CCoE,2.0,category:Microsoft Defender for Key Vau
Microsoft Defender for Resource Manager should be enabled,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/providers/Microsoft.Security/assessments/f0fb2a7e-16d5-849f-be57-86db712e9bd0,f0fb2a7e-16d,global,CCoE,2.0,category:Microsoft Defender for Resourc
Guest accounts with read permissions on Azure resources should be removed,,not started,AZ,High,Tier 1,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/providers/Microsoft.Security/assessments/fde1c0c9-0fd2-4ecc-87b5-98956cbc1095,fde1c0c9-0fd,global,Az Platform,1.0,category:Guest accounts with read permi
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/mvogt-mcuuz41j-swedencentral/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should use Azure Private Link,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/mvogt-mcuuz41j-swedencentral/providers/Microsoft.Security/assessments/67279c29-fa4c-4f09-ae59-cb1491565995,67279c29-fa4,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/mvogt-mcuuz41j-swedencentral/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-aivision-dealergenai-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-di-dealergenai-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should use Azure Private Link,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-di-dealergenai-01/providers/Microsoft.Security/assessments/67279c29-fa4c-4f09-ae59-cb1491565995,67279c29-fa4,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-di-dealergenai-01/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-openai-dealergenai-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should use Azure Private Link,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-openai-dealergenai-01/providers/Microsoft.Security/assessments/67279c29-fa4c-4f09-ae59-cb1491565995,67279c29-fa4,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.cognitiveservices/accounts/wus-hma-dev-openai-dealergenai-01/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure Cosmos DB accounts should use Azure Active Directory as the only authentication method,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.documentdb/databaseaccounts/wus-hma-dev-cosdb-dealergenai-01/providers/Microsoft.Security/assessments/14acab4e-ad95-11ec-b909-0242ac120002,14acab4e-ad9,global,Az Platform,1.1,category:Azure Cosmos DB accounts shoul
Azure AI Services resources should have key access disabled (disable local authentication),,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.search/searchservices/wus-hma-dev-ss-dealergenai-01/providers/Microsoft.Security/assessments/13b10b36-aa99-4db6-b00c-dcf87c4761e6,13b10b36-aa9,global,Az Platform,0.8,category:Azure AI Services resources sh
Azure AI Services resources should restrict network access,,not started,AZ,Medium,Tier 2,Non-Prod,subs-hma-us-dealergenai-dev-01,3ab033f0-19f9-4670-a436-f3bb20c93186,2025-12-10,/subscriptions/3ab033f0-19f9-4670-a436-f3bb20c93186/resourcegroups/rg-hma-wus-dev-dealergenai-01/providers/microsoft.search/searchservices/wus-hma-dev-ss-dealergenai-01/providers/Microsoft.Security/assessments/f738efb8-005f-680d-3d43-b3db762d6243,f738efb8-005,global,Az Platform,0.8,category:Azure AI Services resources sh
OPEN_MONGODB_PORT: Firewall rules that allow connections from all IP addresses on TCP ports 27017-2,,not started,GCP,High,Tier 2,Prod,hma-vpn,480974026585,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/01bbbffc1607c7d715a72af6ca7ee74e,01bbbffc1607,global,GCP Platform Ops,0.5,iso:A.13.1.1; nist:SC-7; pci:1.2.1
"SSL_NOT_ENFORCED: To avoid leaking sensitive data in transit through unencrypted communications, a",,not started,GCP,High,Tier 2,Non-Prod,hma-smartchat-qa,354026643223,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/034d4dda1a7e26dba62d9af9913d1af3,034d4dda1a7e,us-central1,GCP Platform Ops,0.5,"cis:6.4; iso:A.13.2.1,A.14.1.3,A.8.2.3; nist:SC-7; pci:4.1"
OPEN_FIREWALL: Firewall rules that allow connections from all IP addresses or on all ports may ,,not started,GCP,High,Tier 2,Non-Prod,hma-smartchat-dev,67757115858,2025-04-16,organizations/654662756615/sources/12847993626701635096/findings/038f0d4d6cfe9d467eb9e2af47d93606,038f0d4d6cfe,global,GCP Platform Ops,1.0,pci:1.2.1
OPEN_NETBIOS_PORT: Firewall rules that allow connections from all IP addresses on TCP ports 137-139,,not started,GCP,High,Tier 2,Prod,hma-vpn,480974026585,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/03fcced7a46d4984e0727d6b340393aa,03fcced7a46d,global,GCP Platform Ops,0.5,iso:A.13.1.1; nist:SC-7; pci:1.2.1
"SSL_NOT_ENFORCED: To avoid leaking sensitive data in transit through unencrypted communications, a",,not started,GCP,High,Tier 1,Prod,hma-smartchat-pre-prod,277070747877,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/0567e2b563fc2119fcaf66d772d4e63d,0567e2b563fc,us-west2,GCP Platform Ops,0.5,"cis:6.4; iso:A.13.2.1,A.14.1.3,A.8.2.3; nist:SC-7; pci:4.1"
"OPEN_LDAP_PORT: Firewall rules that allow connections from all IP addresses on TCP ports 389, 63",,not started,GCP,High,Tier 2,Prod,hma-vpn,480974026585,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/059c840d51faad65dd6c08079968ac0e,059c840d51fa,global,GCP Platform Ops,0.5,iso:A.13.1.1; nist:SC-7; pci:1.2.1
OPEN_FIREWALL: Firewall rules that allow connections from all IP addresses or on all ports may ,,not started,GCP,High,Tier 2,Prod,hma-vpn,480974026585,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/06d9e8ee344ebe41012fc0b64943bfdd,06d9e8ee344e,global,GCP Platform Ops,1.0,pci:1.2.1
OPEN_FIREWALL: Firewall rules that allow connections from all IP addresses or on all ports may ,,not started,GCP,High,Tier 2,Prod,hma-vpn,480974026585,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/0755a68d8840e1b6483bf0edce1612b5,0755a68d8840,global,GCP Platform Ops,1.0,pci:1.2.1
OPEN_HTTP_PORT: Firewall rules that allow connections from all IP addresses on TCP port 80 may e,,not started,GCP,High,Tier 2,Non-Prod,hma-smartchat-qa,354026643223,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/0807ff0169df674b26e85be8b9f57b6f,0807ff0169df,global,GCP Platform Ops,0.5,iso:A.13.1.1; nist:SC-7; pci:1.2.1
"OPEN_ORACLEDB_PORT: Firewall rules that allow connections from all IP addresses on TCP ports 1521, 2",,not started,GCP,High,Tier 2,Prod,hma-vpn,480974026585,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/0907898b1733c1b790609be0c9763208,0907898b1733,global,GCP Platform Ops,0.5,iso:A.13.1.1; nist:SC-7; pci:1.2.1
OPEN_FIREWALL: Firewall rules that allow connections from all IP addresses or on all ports may ,,not started,GCP,High,Tier 1,Prod,prod-hma-ss-ext-tran-prj-ybsq,481076775913,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/09260396b5b7aa775d1e21700928ff4f,09260396b5b7,global,GCP Platform Ops,1.0,pci:1.2.1
"OPEN_ORACLEDB_PORT: Firewall rules that allow connections from all IP addresses on TCP ports 1521, 2",,not started,GCP,High,Tier 2,Prod,hma-vpn,480974026585,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/0976979015f90314e8ab1ef9f665849f,0976979015f9,global,GCP Platform Ops,0.5,iso:A.13.1.1; nist:SC-7; pci:1.2.1
OPEN_FTP_PORT: Firewall rules that allow connections from all IP addresses on TCP port 21 may e,,not started,GCP,High,Tier 1,Prod,mapnsoft-website,703979803934,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/1026c2a6ecbe1498c73d4e40007d141f,1026c2a6ecbe,global,GCP Platform Ops,0.5,nist:SC-7; pci:1.2.1; iso:A.13.1.1
OPEN_HTTP_PORT: Firewall rules that allow connections from all IP addresses on TCP port 80 may e,,not started,GCP,High,Tier 1,Prod,mapnsoft-website,703979803934,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/125e9024c89ab9dabcd9dfff24cb2846,125e9024c89a,global,GCP Platform Ops,0.5,nist:SC-7; pci:1.2.1; iso:A.13.1.1
OPEN_NETBIOS_PORT: Firewall rules that allow connections from all IP addresses on TCP ports 137-139,,not started,GCP,High,Tier 1,Prod,mapnsoft-website,703979803934,2024-11-20,organizations/654662756615/sources/12847993626701635096/findings/135123135f87b3844bafae0b882cdbc9,135123135f87,global,GCP Platform Ops,0.5,nist:SC-7; pci:1.2.1; iso:A.13.1.1
